step,mloss,gloss,loss
10100.0,0.0,0.3737,0.3737
10200.0,0.0,0.3731,0.3731
10300.0,0.0,0.374,0.374
10400.0,0.0,0.3735,0.3735
10500.0,0.0,0.3719,0.3719
10600.0,0.0,0.3689,0.3689
10700.0,0.0,0.3699,0.3699
10800.0,0.0,0.3711,0.3711
10900.0,0.0,0.3719,0.3719
11000.0,0.0,0.3725,0.3725
11100.0,0.0,0.3711,0.3711
11200.0,0.0,0.3742,0.3742
11300.0,0.0,0.3714,0.3714
11400.0,0.0,0.3691,0.3691
11500.0,0.0,0.3697,0.3697
11600.0,0.0,0.3706,0.3706
11700.0,0.0,0.3709,0.3709
11800.0,0.0,0.3678,0.3678
11900.0,0.0,0.3696,0.3696
12000.0,0.0,0.3664,0.3664
12100.0,0.0,0.3698,0.3698
12200.0,0.0,0.3692,0.3692
12300.0,0.0,0.3691,0.3691
12400.0,0.0,0.3708,0.3708
12500.0,0.0,0.3674,0.3674
12600.0,0.0,0.3655,0.3655
12700.0,0.0,0.3659,0.3659
12800.0,0.0,0.3689,0.3689
12900.0,0.0,0.371,0.371
13000.0,0.0,0.3683,0.3683
13100.0,0.0,0.3701,0.3701
13200.0,0.0,0.367,0.367
13300.0,0.0,0.3691,0.3691
13400.0,0.0,0.3688,0.3688
13500.0,0.0,0.3686,0.3686
13600.0,0.0,0.3699,0.3699
13700.0,0.0,0.3677,0.3677
13800.0,0.0,0.3676,0.3676
13900.0,0.0,0.3673,0.3673
14000.0,0.0,0.3667,0.3667
14100.0,0.0,0.3651,0.3651
14200.0,0.0,0.3713,0.3713
14300.0,0.0,0.3675,0.3675
14400.0,0.0,0.3662,0.3662
14500.0,0.0,0.367,0.367
14600.0,0.0,0.3665,0.3665
14700.0,0.0,0.3661,0.3661
14800.0,0.0,0.3665,0.3665
14900.0,0.0,0.3661,0.3661
15000.0,0.0,0.3669,0.3669
15100.0,0.0,0.3687,0.3687
15200.0,0.0,0.3669,0.3669
15300.0,0.0,0.3669,0.3669
15400.0,0.0,0.3676,0.3676
15500.0,0.0,0.3651,0.3651
15600.0,0.0,0.3663,0.3663
15700.0,0.0,0.3678,0.3678
15800.0,0.0,0.3644,0.3644
15900.0,0.0,0.365,0.365
16000.0,0.0,0.3662,0.3662
16100.0,0.0,0.3652,0.3652
16200.0,0.0,0.3646,0.3646
16300.0,0.0,0.3664,0.3664
16400.0,0.0,0.3638,0.3638
16500.0,0.0,0.3637,0.3637
16600.0,0.0,0.3623,0.3623
16700.0,0.0,0.363,0.363
16800.0,0.0,0.3623,0.3623
16900.0,0.0,0.3659,0.3659
17000.0,0.0,0.3683,0.3683
17100.0,0.0,0.3656,0.3656
17200.0,0.0,0.3672,0.3672
17300.0,0.0,0.3658,0.3658
17400.0,0.0,0.3641,0.3641
17500.0,0.0,0.364,0.364
17600.0,0.0,0.3655,0.3655
17700.0,0.0,0.3635,0.3635
17800.0,0.0,0.3625,0.3625
17900.0,0.0,0.3654,0.3654
18000.0,0.0,0.3622,0.3622
18100.0,0.0,0.3616,0.3616
18200.0,0.0,0.364,0.364
18300.0,0.0,0.3635,0.3635
18400.0,0.0,0.365,0.365
18500.0,0.0,0.3631,0.3631
18600.0,0.0,0.3649,0.3649
18700.0,0.0,0.3625,0.3625
18800.0,0.0,0.3644,0.3644
18900.0,0.0,0.3663,0.3663
19000.0,0.0,0.3623,0.3623
19100.0,0.0,0.361,0.361
19200.0,0.0,0.3622,0.3622
19300.0,0.0,0.3637,0.3637
19400.0,0.0,0.365,0.365
19500.0,0.0,0.3661,0.3661
19600.0,0.0,0.361,0.361
19700.0,0.0,0.3651,0.3651
19800.0,0.0,0.3645,0.3645
19900.0,0.0,0.3642,0.3642
20000.0,0.0,0.3617,0.3617
20100.0,0.0,0.362,0.362
20200.0,0.0,0.3631,0.3631
20300.0,0.0,0.3615,0.3615
20400.0,0.0,0.3618,0.3618
20500.0,0.0,0.3578,0.3578
20600.0,0.0,0.3628,0.3628
20700.0,0.0,0.3611,0.3611
20800.0,0.0,0.3623,0.3623
20900.0,0.0,0.3632,0.3632
21000.0,0.0,0.3601,0.3601
21100.0,0.0,0.3638,0.3638
21200.0,0.0,0.3656,0.3656
21300.0,0.0,0.3616,0.3616
21400.0,0.0,0.3619,0.3619
21500.0,0.0,0.3621,0.3621
21600.0,0.0,0.3623,0.3623
21700.0,0.0,0.3619,0.3619
21800.0,0.0,0.3639,0.3639
21900.0,0.0,0.3612,0.3612
22000.0,0.0,0.3618,0.3618
22100.0,0.0,0.3615,0.3615
22200.0,0.0,0.3605,0.3605
22300.0,0.0,0.3609,0.3609
22400.0,0.0,0.3625,0.3625
22500.0,0.0,0.3605,0.3605
22600.0,0.0,0.3618,0.3618
22700.0,0.0,0.3642,0.3642
22800.0,0.0,0.365,0.365
22900.0,0.0,0.3604,0.3604
23000.0,0.0,0.3618,0.3618
23100.0,0.0,0.3614,0.3614
23200.0,0.0,0.3641,0.3641
23300.0,0.0,0.361,0.361
23400.0,0.0,0.3596,0.3596
23500.0,0.0,0.3614,0.3614
23600.0,0.0,0.3593,0.3593
23700.0,0.0,0.3628,0.3628
23800.0,0.0,0.3596,0.3596
23900.0,0.0,0.3622,0.3622
24000.0,0.0,0.3588,0.3588
24100.0,0.0,0.3605,0.3605
24200.0,0.0,0.3614,0.3614
24300.0,0.0,0.362,0.362
24400.0,0.0,0.3625,0.3625
24500.0,0.0,0.3573,0.3573
24600.0,0.0,0.3596,0.3596
24700.0,0.0,0.3602,0.3602
24800.0,0.0,0.359,0.359
24900.0,0.0,0.3624,0.3624
25000.0,0.0,0.3584,0.3584
25100.0,0.0,0.361,0.361
25200.0,0.0,0.3614,0.3614
25300.0,0.0,0.3647,0.3647
25400.0,0.0,0.3618,0.3618
25500.0,0.0,0.3608,0.3608
25600.0,0.0,0.3613,0.3613
25700.0,0.0,0.359,0.359
25800.0,0.0,0.3601,0.3601
25900.0,0.0,0.361,0.361
26000.0,0.0,0.3609,0.3609
26100.0,0.0,0.3631,0.3631
26200.0,0.0,0.3634,0.3634
26300.0,0.0,0.3594,0.3594
26400.0,0.0,0.3613,0.3613
26500.0,0.0,0.3615,0.3615
26600.0,0.0,0.3594,0.3594
26700.0,0.0,0.3588,0.3588
26800.0,0.0,0.3587,0.3587
26900.0,0.0,0.3589,0.3589
27000.0,0.0,0.3594,0.3594
27100.0,0.0,0.3609,0.3609
27200.0,0.0,0.3622,0.3622
27300.0,0.0,0.36,0.36
27400.0,0.0,0.359,0.359
27500.0,0.0,0.3599,0.3599
27600.0,0.0,0.3618,0.3618
27700.0,0.0,0.3615,0.3615
27800.0,0.0,0.3599,0.3599
27900.0,0.0,0.3615,0.3615
28000.0,0.0,0.3637,0.3637
28100.0,0.0,0.3608,0.3608
28200.0,0.0,0.3628,0.3628
28300.0,0.0,0.3593,0.3593
28400.0,0.0,0.36,0.36
28500.0,0.0,0.3596,0.3596
28600.0,0.0,0.3633,0.3633
28700.0,0.0,0.3608,0.3608
28800.0,0.0,0.3627,0.3627
28900.0,0.0,0.3568,0.3568
29000.0,0.0,0.3595,0.3595
29100.0,0.0,0.3586,0.3586
29200.0,0.0,0.3607,0.3607
29300.0,0.0,0.3621,0.3621
29400.0,0.0,0.3615,0.3615
29500.0,0.0,0.3602,0.3602
29600.0,0.0,0.3616,0.3616
29700.0,0.0,0.36,0.36
29800.0,0.0,0.3594,0.3594
29900.0,0.0,0.3612,0.3612
30000.0,0.0,0.3614,0.3614
